70|1105706273264|70|671|870.26|584396.72
71|1204211338845|71|198|618.64|122597.91
72|1302716404426|72|8|716.73|6136.60
73|1401221470007|73|210|735.15|155114.88
74|1499726535588|74|678|595.27|404067.21
75|1598231601169|75|683|111.91|76525.48
76|1696736666750|76|28|446.82|12658.14
77|1795241732331|77|42|287.75|12279.67
78|1893746797912|78|94|30.18|2863.14
79|1992251863493|79|841|3.21|2705.56
80|2090756929074|80|672|264.82|178144.24
81|2189261994655|81|704|592.97|417904.46
82|2287767060236|82|516|439.13|226875.79
83|2386272125817|83|193|535.05|103517.80
84|2484777191398|84|502|981.74|493132.05
85|2583282256979|85|271|154.57|41895.44
86|2681787322560|86|529|841.14|445093.66
87|2780292388141|87|664|639.20|424584.80
88|2878797453722|88|742|322.67|239508.38
89|2977302519303|89|900|822.44|740621.25
90|3075807584884|90|191|161.61|30970.50
91|3174312650465|91|601|70.03|42093.70
92|3272817716046|92|385|473.09|182153.26
93|3371322781627|93|360|465.27|167907.60
94|3469827847208|94|192|441.46|85179.85
95|3568332912789|95|436|402.02|175479.83
96|3666837978370|96|821|748.44|614686.13
97|3765343043951|97|136|797.97|109271.28
98|3863848109532|98|431|530.92|229129.55
99|3962353175113|99|89|958.18|85661.54
100|4060858240694|100|67|710.61|47809.93
101|4159363306275|101|330|743.88|245824.09
102|4257868371856|102|235|371.99|87704.98
103|4356373437437|103|776|68.89|53519.94
104|4454878503018|104|922|309.38|285357.86
105|4553383568599|105|871|760.39|662399.41
106|4651888634180|106|419|401.11|168227.34
107|4750393699761|107|409|530.12|216938.46
108|4848898765342|108|535|589.81|316125.09
109|4947403830923|109|577|309.46|178669.08
110|45908896504|110|505|923.86|466899.22
111|144413962085|111|312|930.22|290300.02
112|242919027666|112|784|444.62|348791.20
113|341424093247|113|481|816.10|392621.22
114|439929158828|114|960|294.86|283190.97
115|538434224409|115|382|435.69|166448.96
116|636939289990|116|665|915.33|609362.11
117|735444355571|117|46|99.44|4650.65
118|833949421152|118|662|992.50|657478.97
119|932454486733|119|795|761.54|605952.64
120|1030959552314|120|573|757.03|434035.22
121|1129464617895|121|41|992.27|41157.10
122|1227969683476|122|6|822.88|5573.76
123|1326474749057|123|766|185.35|142075.31
124|1424979814638|124|820|957.90|786329.91
125|1523484880219|125|408|8.90|3641.85
126|1621989945800|126|449|278.78|125231.90
127|1720495011381|127|97|275.88|26840.20
128|1819000076962|128|138|900.00|124461.72
129|1917505142543|129|165|112.11|18498.49
130|2016010208124|130|696|950.01|661879.86
131|2114515273705|131|320|364.67|116933.61
132|2213020339286|132|572|326.67|187041.42
133|2311525404867|133|428|623.95|267417.64
134|2410030470448|134|47|793.30|38045.25
135|2508535536029|135|692|270.37|187142.99
136|2607040601610|136|453|531.32|240882.39
137|2705545667191|137|50|671.54|34182.01
138|2804050732772|138|834|932.08|778089.93
139|2902555798353|139|804|625.64|503148.00
140|3001060863934|140|851|400.79|341326.38
141|3099565929515|141|625|629.96|393891.38
142|3198070995096|142|555|652.79|362586.15
143|3296576060677|143|404|271.64|109747.44
144|3395081126258|144|932|77.39|72166.63
145|3493586191839|145|282|526.06|148639.50
146|3592091257420|146|561|279.93|157126.72
147|3690596323001|147|231|827.51|191597.73
148|3789101388582|148|833|151.39|126142.62
149|3887606454163|149|159|190.62|30453.19
150|3986111519744|150|927|320.50|297190.31
151|4084616585325|151|324|64.60|20947.76
152|4183121650906|152|240|794.29|191342.91
153|4281626716487|153|953|268.36|256011.01
154|4380131782068|154|243|721.65|175910.56
155|4478636847649|155|665|191.85|127729.07
156|4577141913230|156|198|450.21|89583.93
157|4675646978811|157|116|167.00|19452.29
158|4774152044392|158|150|53.52|8040.35
159|4872657109973|159|323|693.49|224485.64
160|4971162175554|160|873|854.55|746628.57
161|69667241135|161|709|115.72|82097.42
162|168172306716|162|216|317.41|68696.67
163|266677372297|163|609|66.27|40362.52
164|365182437878|164|208|777.30|162130.47
165|463687503459|165|679|955.39|649200.01
166|562192569040|166|479|908.01|435095.23
167|660697634621|167|380|363.94|138539.54
168|759202700202|168|574|566.47|325285.89
169|857707765783|169|878|668.66|587153.47
170|956212831364|170|215|383.21|82726.90
171|1054717896945|171|955|374.25|357729.84
172|1153222962526|172|790|615.95|486692.20
173|1251728028107|173|990|100.76|99773.94
174|1350233093688|174|633|402.17|254733.53
175|1448738159269|175|849|661.49|561978.97
176|1547243224850|176|319|42.74|13671.21
177|1645748290431|177|979|627.36|614662.49
178|1744253356012|178|965|843.84|814374.10
179|1842758421593|179|119|206.41|24689.18
180|1941263487174|180|139|71.89|10032.85
181|2039768552755|181|435|824.08|358734.70
182|2138273618336|182|797|818.68|653168.41
183|2236778683917|183|20|611.39|12410.81
184|2335283749498|184|230|948.90|218472.41
185|2433788815079|185|304|438.76|133559.76
186|2532293880660|186|552|79.50|43951.88
187|2630798946241|187|551|597.23|329474.15
188|2729304011822|188|798|146.83|117221.47
189|2827809077403|189|409|814.86|334058.87
190|2926314142984|190|824|578.25|476515.63
191|3024819208565|191|504|135.62|68482.16
192|3123324274146|192|350|113.41|39706.16
193|3221829339727|193|128|465.25|59805.05
194|3320334405308|194|38|527.21|20427.03
195|3418839470889|195|497|137.23|68209.87
196|3517344536470|196|474|419.45|198887.53
197|3615849602051|197|269|683.11|184434.89
198|3714354667632|198|169|370.54|62760.10
199|3812859733213|199|70|386.11|27307.82
200|3911364798794|200|336|43.10|14510.71
201|4009869864375|201|879|422.41|371521.42
202|4108374929956|202|813|735.37|598006.15
203|4206879995537|203|742|649.64|482295.14
204|4305385061118|204|506|113.30|57351.67
205|4403890126699|205|831|974.20|810498.30
206|4502395192280|206|540|917.46|495526.53
207|4600900257861|207|25|213.03|5398.02
208|4699405323442|208|548|299.95|164408.24
209|4797910389023|209|319|596.60|190559.39
210|4896415454604|210|204|895.09|183446.87
211|4994920520185|211|117|858.21|101021.87
212|93425585766|212|300|361.52|108722.99
213|191930651347|213|434|596.46|259141.45
214|290435716928|214|625|830.60|519642.50
215|388940782509|215|770|296.97|228829.32
216|487445848090|216|759|378.20|287182.93
217|585950913671|217|647|811.45|525083.23
218|684455979252|218|191|669.50|128260.31
219|782961044833|219|427|498.25|212910.69
220|881466110414|220|991|967.16|959060.03
221|979971175995|221|243|260.04|63394.83
222|1078476241576|222|370|947.90|350901.51
223|1176981307157|223|615|236.49|145444.78
224|1275486372738|224|549|823.63|452996.98
225|1373991438319|225|676|379.50|256791.82
226|1472496503900|226|539|328.65|177224.07
227|1571001569481|227|768|816.18|627291.47
228|1669506635062|228|163|481.21|78537.59
229|1768011700643|229|64|707.10|45409.52
230|1866516766224|230|345|107.62|37171.41
231|1965021831805|231|59|218.29|12978.69
232|2063526897386|232|596|838.37|500228.53
233|2162031962967|233|451|835.27|377519.22
234|2260537028548|234|596|378.03|225403.12
235|2359042094129|235|207|835.22|173064.94
236|2457547159710|236|99|118.90|11828.06
237|2556052225291|237|90|993.68|90200.08
238|2654557290872|238|303|574.79|174175.99
239|2753062356453|239|866|81.98|71026.98
240|2851567422034|240|169|120.14|20382.74
241|2950072487615|241|16|48.44|817.13
242|3048577553196|242|535|577.18|308936.62
243|3147082618777|243|277|488.93|135524.26
244|3245587684358|244|970|609.64|591547.07
245|3344092749939|245|606|466.51|282845.65
246|3442597815520|246|74|918.43|68214.99
247|3541102881101|247|137|184.71|25461.33
248|3639607946682|248|215|718.77|154919.03
249|3738113012263|249|651|100.38|65354.28
250|3836618077844|250|845|452.69|382840.28
251|3935123143425|251|495|582.46|288387.49
252|4033628209006|252|382|546.20|208952.95
253|4132133274587|253|786|968.65|762279.67
254|4230638340168|254|116|443.65|51644.47
255|4329143405749|255|126|309.52|39142.28
256|4427648471330|256|740|896.18|663419.55
257|4526153536911|257|553|91.90|50879.14
258|4624658602492|258|163|253.73|41367.78
259|4723163668073|259|385|832.65|320674.88
260|4821668733654|260|790|336.93|266353.55
261|4920173799235|261|276|932.93|257853.63
262|18678864816|262|712|24.98|17795.29
263|117183930397|263|574|797.25|458115.76
264|215688995978|264|522|219.53|114654.54
265|314194061559|265|129|351.80|45563.69
266|412699127140|266|316|984.08|311883.90
267|511204192721|267|230|326.64|75205.50
268|609709258302|268|998|776.78|775337.02
269|708214323883|269|97|635.10|62154.68
270|806719389464|270|581|411.04|238916.35
271|905224455045|271|362|586.54|212520.25
272|1003729520626|272|585|52.52|30725.81
273|1102234586207|273|215|478.00|102836.59
274|1200739651788|274|264|572.35|151121.00
275|1299244717369|275|342|309.33|106020.16
276|1397749782950|276|606|471.29|285707.88
277|1496254848531|277|501|689.32|345745.55
278|1594759914112|278|829|242.19|200815.84
279|1693264979693|279|459|206.18|94727.07
280|1791770045274|280|910|165.74|150898.53
281|1890275110855|281|572|957.26|548125.08
282|1988780176436|282|440|879.56|387742.54
283|2087285242017|283|609|531.27|323628.50
284|2185790307598|284|853|941.13|803606.67
285|2284295373179|285|964|970.02|935644.77
286|2382800438760|286|858|367.30|315459.82
287|2481305504341|287|385|465.38|179580.97
288|2579810569922|288|263|275.81|72727.84
289|2678315635503|289|86|549.69|47295.11
290|2776820701084|290|750|817.36|613173.95
291|2875325766665|291|152|804.04|122724.80
292|2973830832246|292|26|444.55|11821.10
293|3072335897827|293|105|812.31|85510.24
294|3170840963408|294|781|574.04|448475.08
295|3269346028989|295|290|271.30|78861.63
296|3367851094570|296|747|722.99|540530.95
297|3466356160151|297|364|366.36|133720.12
298|3564861225732|298|974|376.46|366974.10
299|3663366291313|299|237|415.65|98565.26
300|3761871356894|300|450|125.86|56651.30
301|3860376422475|301|712|972.30|692317.75
302|3958881488056|302|543|330.08|179466.02
303|4057386553637|303|496|649.21|322648.52
304|4155891619218|304|23|64.05|1524.51
305|4254396684799|305|464|244.02|113403.44
306|4352901750380|306|848|995.47|844891.00
307|4451406815961|307|385|530.66|204349.72
308|4549911881542|308|767|212.92|163362.52
309|4648416947123|309|616|683.26|421204.03
310|4746922012704|310|600|753.30|452433.21
311|4845427078285|311|127|339.70|43375.10
312|4943932143866|312|848|697.66|592046.75
313|42437209447|313|409|276.96|113463.56
314|140942275028|314|395|270.21|106938.07
315|239447340609|315|332|795.64|264700.04
316|337952406190|316|876|306.44|268544.46
317|436457471771|317|178|749.99|134159.32
318|534962537352|318|960|548.69|526768.19
319|633467602933|319|277|142.13|39498.75
320|731972668514|320|383|571.64|219358.56
321|830477734095|321|484|172.67|83727.07
322|928982799676|322|551|90.27|49802.88
323|1027487865257|323|840|453.28|380894.88
324|1125992930838|324|144|331.63|48053.30
325|1224497996419|325|861|829.68|715168.93
326|1323003062000|326|91|695.23|63891.48
327|1421508127581|327|709|338.51|240095.86
328|1520013193162|328|148|846.25|125506.92
329|1618518258743|329|903|576.05|520233.97
330|1717023324324|330|203|602.07|122605.68
331|1815528389905|331|789|789.50|623458.29
332|1914033455486|332|912|639.01|583330.90
333|2012538521067|333|154|578.95|89310.47
334|2111043586648|334|279|847.26|237102.78
335|2209548652229|335|764|256.72|196249.69
336|2308053717810|336|861|38.52|33186.95
337|2406558783391|337|48|674.17|32843.53
338|2505063848972|338|113|110.24|12519.95
339|2603568914553|339|982|695.66|683759.92
340|2702073980134|340|388|912.53|354733.63
341|2800579045715|341|340|399.79|136148.26
342|2899084111296|342|415|688.66|285924.50
343|2997589176877|343|549|333.96|183479.89
344|3096094242458|344|471|752.53|354919.13
345|3194599308039|345|333|560.18|186661.66
346|3293104373620|346|66|614.64|40580.97
347|3391609439201|347|731|495.92|362655.63
348|3490114504782|348|227|639.98|145299.68
349|3588619570363|349|910|760.58|692341.01
350|3687124635944|350|907|774.88|702927.41
351|3785629701525|351|494|781.60|386758.40
352|3884134767106|352|778|172.47|134210.63
353|3982639832687|353|464|452.77|210446.18
354|4081144898268|354|40|471.73|19286.78
355|4179649963849|355|456|434.94|198644.98
356|4278155029430|356|609|425.07|258980.44
357|4376660095011|357|706|442.72|312693.48
358|4475165160592|358|416|287.87|119971.19
359|4573670226173|359|446|910.09|406335.66
360|4672175291754|360|963|407.90|392975.20
361|4770680357335|361|613|880.62|540049.87
362|4869185422916|362|281|133.05|37463.77
363|4967690488497|363|374|318.51|119167.69
364|66195554078|364|66|785.37|52302.42
365|164700619659|365|297|52.93|15747.07
366|263205685240|366|500|920.68|461250.55
367|361710750821|367|470|670.65|315454.91
368|460215816402|368|919|193.72|178207.46
369|558720881983|369|447|288.96|129255.66
370|657225947564|370|419|795.88|333758.38
371|755731013145|371|545|126.60|69118.00
372|854236078726|372|349|435.76|152308.17
373|952741144307|373|944|794.63|750210.53
374|1051246209888|374|655|26.18|17163.95
375|1149751275469|375|748|335.92|251587.00
376|1248256341050|376|656|921.69|605466.77
377|1346761406631|377|889|561.63|499814.74
378|1445266472212|378|510|398.56|203622.99
379|1543771537793|379|2|808.25|2067.02
380|1642276603374|380|910|225.11|205038.12
381|1740781668955|381|162|878.57|142805.32
382|1839286734536|382|620|95.44|59207.81
383|1937791800117|383|203|92.58|18858.12
384|2036296865698|384|876|760.60|666881.06
385|2134801931279|385|153|798.60|122595.53
386|2233306996860|386|343|630.80|216633.57
387|2331812062441|387|667|982.96|656190.09
388|2430317128022|388|548|156.55|85804.90
389|2528822193603|389|551|748.88|413086.55
390|2627327259184|390|290|152.50|44347.33
391|2725832324765|391|993|460.10|456937.18
392|2824337390346|392|141|999.05|140981.69
393|2922842455927|393|548|942.29|517032.64
394|3021347521508|394|542|404.33|219370.08
395|3119852587089|395|372|825.08|307538.78
396|3218357652670|396|12|167.29|2019.35
397|3316862718251|397|110|361.51|40027.74
398|3415367783832|398|911|686.47|625955.48
399|3513872849413|399|476|675.88|321969.39
400|3612377914994|400|550|416.72|229337.32
401|3710882980575|401|912|808.55|737958.12
402|3809388046156|402|347|137.45|47752.87
403|3907893111737|403|435|270.91|117901.36
404|4006398177318|404|950|347.79|330598.47
405|4104903242899|405|848|489.06|414970.86
406|4203408308480|406|324|104.54|33892.61
407|4301913374061|407|901|839.15|756352.87
408|4400418439642|408|230|654.06|150982.31
409|4498923505223|409|641|657.43|421752.81
410|4597428570804|410|567|690.42|391505.05
411|4695933636385|411|767|544.37|417541.48
412|4794438701966|412|944|387.46|365929.64
413|4892943767547|413|203|731.46|148649.01
414|4991448833128|414|523|532.19|278436.74
415|89953898709|415|352|961.26|338369.42
416|188458964290|416|199|451.02|90186.94
417|286964029871|417|638|116.22|74196.87
418|385469095452|418|87|996.49|86698.20
419|483974161033|419|846|8.53|7219.11
420|582479226614|420|194|307.21|59903.39
421|680984292195|421|931|692.55|645318.77
422|779489357776|422|656|741.49|486704.83
423|877994423357|423|969|51.76|50157.24
424|976499488938|424|490|804.37|394242.67
425|1075004554519|425|863|891.04|769786.31
426|1173509620100|426|319|803.25|256669.05
427|1272014685681|427|597|192.01|114634.12
428|1370519751262|428|788|646.48|509685.28
429|1469024816843|429|82|972.95|80374.08
430|1567529882424|430|650|427.62|278255.39
431|1666034948005|431|975|790.19|770578.05
432|1764540013586|432|855|127.31|108951.79
433|1863045079167|433|195|763.88|148996.74
434|1961550144748|434|330|619.41|204711.96
435|2060055210329|435|967|774.77|749408.65
436|2158560275910|436|702|6.62|4652.63
437|2257065341491|437|516|168.28|86969.96
438|2355570407072|438|33|140.50|4716.07
439|2454075472653|439|828|341.26|282596.61
440|2552580538234|440|10|595.46|6066.00
441|2651085603815|441|458|300.19|137564.57
442|2749590669396|442|819|483.43|396238.96
443|2848095734977|443|579|560.46|324827.07
444|2946600800558|444|766|825.25|632544.48
445|3045105866139|445|731|196.03|143330.68
446|3143610931720|446|693|928.84|643934.11
447|3242115997301|447|831|405.20|336789.79
448|3340621062882|448|711|582.16|414006.92
449|3439126128463|449|276|34.36|9496.75
450|3537631194044|450|2|719.59|1942.39
451|3636136259625|451|927|963.31|893063.72
452|3734641325206|452|101|53.37|5408.10
453|3833146390787|453|251|566.46|142496.42
454|3931651456368|454|819|625.11|512527.27
455|4030156521949|455|947|290.90|275762.37
456|4128661587530|456|550|510.17|280994.66
457|4227166653111|457|508|554.57|282112.04
458|4325671718692|458|975|742.14|723621.58
459|4424176784273|459|704|318.77|224715.09
460|4522681849854|460|77|646.23|49916.51
461|4621186915435|461|504|948.70|478861.98
462|4719691981016|462|29|822.38|24105.16
463|4818197046597|463|914|64.81|59289.81
464|4916702112178|464|427|890.10|380106.53
465|15207177759|465|68|163.60|11268.36
466|113712243340|466|105|781.11|82279.26
467|212217308921|467|746|920.72|686932.55
468|310722374502|468|839|577.40|484597.61
469|409227440083|469|343|49.43|16957.06
470|507732505664|470|806|158.53|127834.02
471|606237571245|471|888|652.53|579706.63
472|704742636826|472|611|917.72|561361.15
473|803247702407|473|100|82.44|8302.16
474|901752767988|474|561|898.81|504517.21
475|1000257833569|475|500|316.95|158628.62
476|1098762899150|476|321|289.56|93089.39
477|1197267964731|477|709|495.17|351497.72
478|1295773030312|478|268|688.91|185095.57
479|1394278095893|479|809|157.65|127547.12
480|1492783161474|480|827|79.68|65976.12
481|1591288227055|481|758|553.74|419860.17
482|1689793292636|482|515|672.69|346459.76
483|1788298358217|483|740|282.54|209160.17
484|1886803423798|484|826|441.94|365080.31
485|1985308489379|485|868|518.38|450421.34
486|2083813554960|486|290|799.15|231911.93
487|2182318620541|487|547|109.29|59859.95
488|2280823686122|488|429|740.93|317894.17
489|2379328751703|489|990|210.43|208502.21
490|2477833817284|490|396|563.75|223248.44
491|2576338882865|491|763|722.50|551986.18
492|2674843948446|492|901|237.22|213866.59
493|2773349014027|493|595|741.73|441922.94
494|2871854079608|494|984|779.76|767517.26
495|2970359145189|495|637|235.47|150120.18
496|3068864210770|496|358|764.70|274501.08
497|3167369276351|497|772|823.69|636337.58
498|3265874341932|498|300|614.67|184926.79
499|3364379407513|499|543|917.31|498124.77
500|3462884473094|500|129|647.54|84178.23
